User,TweetID,Date,Tweet Text,Compound Score,Positive Score,Negative Score,Neutal Score,Tweets Ago
nytimes,1023614173866012677,Sun Jul 29 17:00:11 +0000 2018,A Palestinian teenager jailed in Israel for kicking and slapping an Israeli soldier was released to a hero’s welcom… https://t.co/xPygRilTaF,-0.4939,0.0,0.158,0.842,1
nytimes,1023613493931663360,Sun Jul 29 16:57:29 +0000 2018,"Muslim children were repeatedly warned about their clothing at a Delaware pool, leading to a mayoral apology and a… https://t.co/Tiv8eKlsGu",-0.2263,0.062,0.109,0.829,2
nytimes,1023606634654908416,Sun Jul 29 16:30:14 +0000 2018,"“Seventeen years after 9/11, we still haven’t figured this out.” https://t.co/HImjaWhMHv",0.0,0.0,0.0,1.0,3
nytimes,1023602832816128000,Sun Jul 29 16:15:07 +0000 2018,"For some, a proposed cap on services like Uber is a civil rights issue. “Race-based refusal is a serious issue amon… https://t.co/S6kLiZjIFY",0.296,0.12,0.062,0.817,4
nytimes,1023599070148026369,Sun Jul 29 16:00:10 +0000 2018,Pressed at his 2006 hearing to express an opinion about whether the president could legally override the torture ba… https://t.co/7satPHbAvW,-0.5423,0.06,0.167,0.773,5
nytimes,1023595287837851648,Sun Jul 29 15:45:08 +0000 2018,The Trump pick to lead the EPA's Superfund toxic waste program was Dow Chemical's lawyer during its own disputed di… https://t.co/xjIS08Okg1,-0.6369,0.0,0.215,0.785,6
nytimes,1023591524376961025,Sun Jul 29 15:30:11 +0000 2018,"“So many people think they know me,” says Cynthia Nixon, the actress-turned-candidate for governor of New York, in… https://t.co/RUoaVUpx58",0.0,0.0,0.0,1.0,7
nytimes,1023587717295296513,Sun Jul 29 15:15:03 +0000 2018,"For more than 2 decades, Jeff Loeffelholz was an understudy in ""Chicago."" Then he killed himself. Now the productio… https://t.co/eC3e2WKliD",-0.6705,0.0,0.2,0.8,8
nytimes,1023587334799929346,Sun Jul 29 15:13:32 +0000 2018,"RT @NYTimesPR: Statement of A.G. Sulzberger, Publisher, The New York Times, in response to President Trump’s tweet about their meeting http…",0.0,0.0,0.0,1.0,9
nytimes,1023583968644481024,Sun Jul 29 15:00:10 +0000 2018,"When it gets cold in Bangkok, pet owners dress their dogs in sweatshirts or, if they have the money, Burberry rainc… https://t.co/hybxIR6iej",0.0,0.0,0.0,1.0,10
nytimes,1023581435863678976,Sun Jul 29 14:50:06 +0000 2018,"As millions of Venezuelans wage a daily fight for survival at home, others have found a safe haven for their money… https://t.co/dlKgR40AQQ",0.0772,0.123,0.111,0.766,11
nytimes,1023578915430916096,Sun Jul 29 14:40:05 +0000 2018,"The comedy-destroying, soul-affirming art of Hannah Gadsby https://t.co/YIc9W6GXex https://t.co/T2fOvaHR5J",0.0,0.0,0.0,1.0,12
nytimes,1023576416884064256,Sun Jul 29 14:30:09 +0000 2018,"These islands in the South Pacific are disappearing, but their inhabitants are doing everything they can to stay https://t.co/DAPrXjDrOt",0.0,0.0,0.0,1.0,13
nytimes,1023573889006403584,Sun Jul 29 14:20:06 +0000 2018,A 60-year-old man fatally shot his father and stepmother in a nursing home in Texas https://t.co/8r0CatQ3E1,-0.6369,0.0,0.244,0.756,14
nytimes,1023571358289145856,Sun Jul 29 14:10:03 +0000 2018,"Summer thrillers, a parody of smutty novels, a dark family memoir: Here are 10 new books we recommend this week https://t.co/BBboCB4D3F",0.3818,0.175,0.0,0.825,15
nytimes,1023567595730071553,Sun Jul 29 13:55:06 +0000 2018,"RT @nytimesbusiness: An undeveloped, 157-acre hilltop plot of land is about to go on sale in Los Angeles. The asking price: $1 billion. htt…",0.0,0.0,0.0,1.0,16
nytimes,1023561264965054465,Sun Jul 29 13:29:57 +0000 2018,"Some argue that comedy is broken. But Mike Birbiglia, Kate Berlant, Maria Bamford, Sacha Baron Cohen and Hannah Gad… https://t.co/4qufrZcz7H",-0.4588,0.1,0.22,0.68,17
nytimes,1023556773872066561,Sun Jul 29 13:12:06 +0000 2018,How to rekindle a friendship that has faded — and what to do if things don't go as you hoped https://t.co/IgsEpGPmYL,0.6705,0.244,0.0,0.756,18
nytimes,1023552474727231488,Sun Jul 29 12:55:01 +0000 2018,"After 18 months of bruising White House conflicts and bitter criticism, Jared Kushner and Ivanka Trump as comfortab… https://t.co/iWw0brStrR",-0.8074,0.0,0.342,0.658,19
nytimes,1023552286264647680,Sun Jul 29 12:54:16 +0000 2018,Bush Claimed Power to Override a Torture Ban. What Did Brett Kavanaugh Think About That? https://t.co/DRxTbZslMb,-0.8176,0.0,0.366,0.634,20
nytimes,1023468444753293312,Sun Jul 29 07:21:07 +0000 2018,"Bangkok Dispatch: Seeking ‘a Good Afterlife,’ and Not Just for Humans https://t.co/9pC6ggd2K6",0.4404,0.209,0.0,0.791,21
nytimes,1023468181049024512,Sun Jul 29 07:20:04 +0000 2018,Many gravely ill people often perk up right before dying. Nobody knows why. https://t.co/ieQVY9xqmi,-0.6486,0.0,0.306,0.694,22
nytimes,1023463559337070597,Sun Jul 29 07:01:42 +0000 2018,RT @NYTScience: Scott Pruitt's former deputy is now in charge at the EPA. He's taking a more disciplined approach to dismantling environmen…,0.0,0.0,0.0,1.0,23
nytimes,1023458892737589249,Sun Jul 29 06:43:09 +0000 2018,"RT @NYTSports: Missy Franklin, once the seemingly always exuberant girl so many predicted would be the next Michael Phelps, now finds herse…",0.5859,0.153,0.0,0.847,24
nytimes,1023454824363372544,Sun Jul 29 06:26:59 +0000 2018,"RT @matthew_ruby: ""It’s kind of like how snowboarding they coined the term frontside indy, which doesn’t exist in skateboarding, and it’s s…",0.2975,0.095,0.0,0.905,25
nytimes,1023450312860950528,Sun Jul 29 06:09:04 +0000 2018,Several key political parties in Pakistan are paving the way for Imran Khan to form a majority in the country's par… https://t.co/zLNJ7JbMMr,0.4019,0.119,0.0,0.881,26
nytimes,1023445337648898049,Sun Jul 29 05:49:17 +0000 2018,"RT @nytimesbooks: ""This month I’ve committed to only reading books about shipwrecks where people had to eat somebody."" https://t.co/QsCO4zW…",0.2732,0.104,0.0,0.896,27
nytimes,1023441159228665856,Sun Jul 29 05:32:41 +0000 2018,"Is it possible to be sexual, but to not be seen as an object? In her video “Girlfriend,” Héloïse Letissier — her bo… https://t.co/dJqG53Md4N",0.0,0.0,0.0,1.0,28
nytimes,1023436915813638144,Sun Jul 29 05:15:49 +0000 2018,"""For an hour on a weekend afternoon, I didn’t think of anything except the microcosmic forest in front of me"": Insi… https://t.co/vhKQZfjLuW",0.0,0.0,0.0,1.0,29
nytimes,1023432596355788802,Sun Jul 29 04:58:40 +0000 2018,RT @nytimesbusiness: It's called dark money for a reason: It's hard to trace. But millions of it were spent to kill the Affordable Care Act…,-0.4404,0.106,0.201,0.693,30
nytimes,1023428298624380928,Sun Jul 29 04:41:35 +0000 2018,"RT @nytopinion: ""The effect of Agent Orange on my children has broken my heart. One was born with a cleft palate and her jaw doesn’t line u…",-0.4767,0.0,0.11,0.89,31
nytimes,1023424148448718848,Sun Jul 29 04:25:05 +0000 2018,"For almost 20 years, a pedestrian zone in Hong Kong has been a hub for street performers. Now the government will c… https://t.co/fCXKT4tGZG",0.0,0.0,0.0,1.0,32
nytimes,1023423873700835328,Sun Jul 29 04:24:00 +0000 2018,"Cambodia Votes for a Leader, With the Result Predetermined by One https://t.co/fRoPxK1cpn",0.0,0.0,0.0,1.0,33
nytimes,1023418493188882432,Sun Jul 29 04:02:37 +0000 2018,"For a delicious way to eat summer tomatoes, try this garlicky tomato toast recipe https://t.co/GJpYDMEhcf https://t.co/Jf88OOH7ZU",0.5719,0.209,0.0,0.791,34
nytimes,1023414178873323520,Sun Jul 29 03:45:29 +0000 2018,Millions of smart TVs are tracking everything you watch for the sake of advertisers. If that doesn’t sit right with… https://t.co/sRIEw3AohN,0.4019,0.119,0.0,0.881,35
nytimes,1023409482414673920,Sun Jul 29 03:26:49 +0000 2018,You should never skip the opening credits. @poniewozik explains why.  https://t.co/1xUQE8QfV0,0.3612,0.2,0.0,0.8,36
nytimes,1023404793426006016,Sun Jul 29 03:08:11 +0000 2018,It's not your just imagination: Netflix is stockpiling original programming. Here are 9 things worth checking out. https://t.co/7UVjHkX3vV,0.4939,0.219,0.0,0.781,37
nytimes,1023399981137514496,Sun Jul 29 02:49:04 +0000 2018,"A $50 million space station in Argentina is a symbol of China’s push to mold Latin America, often in ways that unde… https://t.co/MLNyquNNzn",0.0,0.0,0.0,1.0,38
nytimes,1023397708994949120,Sun Jul 29 02:40:02 +0000 2018,"RT @maggieNYT: For months, Trump's relationship to Kushner seemed tense. Trump ""could've had Tom Brady"" as a son-in-law, he told several pe…",-0.34,0.0,0.107,0.893,39
nytimes,1023390668725604352,Sun Jul 29 02:12:03 +0000 2018,"RT @nytimesarts: For more than two decades, Jeff Loeffelholz was an understudy at ""Chicago."" Then he killed himself. Now the production and…",-0.6705,0.0,0.176,0.824,40
nytimes,1023275395771256832,Sat Jul 28 18:34:00 +0000 2018,"A dam collapsed in Laos and led to the deaths of dozens, with many still missing. Our correspondent traveled to Lao… https://t.co/AwDE6R5sw0",-0.5106,0.0,0.185,0.815,41
nytimes,1023273868486737921,Sat Jul 28 18:27:56 +0000 2018,"Extremists attacked a school for midwives in Afghanistan, killing 2 people https://t.co/3U7wTNVCkZ",-0.8126,0.0,0.481,0.519,42
nytimes,1023269864734175232,Sat Jul 28 18:12:01 +0000 2018,"He was Dow Chemical's ""dioxin lawyer."" Now he's President Trump's pick to run the EPA's Superfund toxic cleanup pro… https://t.co/LPDNIlr9gc",0.0,0.0,0.0,1.0,43
nytimes,1023267365272924160,Sat Jul 28 18:02:05 +0000 2018,A Turkish educator in Mongolia was briefly abducted on Friday. It appeared to be the latest episode of a global cam… https://t.co/ckI8SUEEd2,-0.5106,0.0,0.148,0.852,44
nytimes,1023264846001913856,Sat Jul 28 17:52:05 +0000 2018,"Meet the Caramel Curves, New Orleans’s all-female motorcycle club. With stilettos and magenta-hued burnouts, they'r… https://t.co/KzI9CWIkoC",0.0,0.0,0.0,1.0,45
nytimes,1023262332015783936,Sat Jul 28 17:42:05 +0000 2018,New Hampshire is 94% white. It is now trying to figure out how to change that. https://t.co/aVB7YkkKFD,0.0,0.0,0.0,1.0,46
nytimes,1023259801239932929,Sat Jul 28 17:32:02 +0000 2018,"A woman in Spain went into hiding to avoid handing her children over to a man convicted of hitting her. Now, she is… https://t.co/I7pMY30145",-0.5267,0.0,0.18,0.82,47
nytimes,1023258534417522690,Sat Jul 28 17:27:00 +0000 2018,"Since 2012, according to officials, there has not been a month in California without a wildfire burning — a stark c… https://t.co/w7eUsu2M8N",0.0,0.0,0.0,1.0,48
nytimes,1023257297978646528,Sat Jul 28 17:22:05 +0000 2018,More women deserve statues in New York. Here are 10. https://t.co/eIwy7Cwv2G https://t.co/78hIIw7YG8,0.0,0.0,0.0,1.0,49
nytimes,1023254781488455680,Sat Jul 28 17:12:05 +0000 2018,The Trump administration is pushing Afghan commanders to surrender rural and sparsely populated areas of the countr… https://t.co/RgFLE94P6o,0.0,0.0,0.0,1.0,50
nytimes,1023252269842812928,Sat Jul 28 17:02:06 +0000 2018,"“It wasn’t ‘I’m racist and I want to glorify slavery,’” one Civil War re-enactor said. “Nobody really thought a lot… https://t.co/hdIgCrX5kC",-0.5994,0.179,0.283,0.538,51
nytimes,1023249738785869824,Sat Jul 28 16:52:03 +0000 2018,"They disappointed people who thought they'd be a moderating influence.
They faced news stories about their unpopula… https://t.co/X2QzqXzL38",-0.4767,0.0,0.162,0.838,52
nytimes,1023248881868570624,Sat Jul 28 16:48:39 +0000 2018,"RT @maggieNYT: “Both husband and wife, like Mr. Trump, are said to hang on to grudges, but Mr. Kushner is far more transactional than his w…",0.1901,0.065,0.0,0.935,53
nytimes,1023247228612292610,Sat Jul 28 16:42:04 +0000 2018,RT @nytimesworld: A space station built by the Chinese military in Argentina raises concerns that the base could enhance China’s intelligen…,0.0,0.0,0.0,1.0,54
nytimes,1023244711379779586,Sat Jul 28 16:32:04 +0000 2018,"RT @nathanielpopper: Sex scandal toppled a Silicon Valley chief. Investors say, so what? The story of Mike Cagney and his loyal investors.…",0.0516,0.124,0.116,0.76,55
nytimes,1023239687887101953,Sat Jul 28 16:12:07 +0000 2018,"Kenya Barris, the creator of ""black-ish,"" is parting ways with ABC Studios 3 years before his contract was set to e… https://t.co/rw410pxNGJ",0.0,0.0,0.0,1.0,56
nytimes,1023237153155891201,Sat Jul 28 16:02:02 +0000 2018,He ate a meat pie with a knife and fork. Some Australians were scandalized. https://t.co/UlOFTh8WaY,0.0,0.0,0.0,1.0,57
nytimes,1023234655049457664,Sat Jul 28 15:52:07 +0000 2018,"Kristina Jackson, a 22-year-old African-American truck driver: “People say to me, ‘You don’t look like a trucker.’… https://t.co/LBGRDFI2PJ",0.3612,0.143,0.0,0.857,58
nytimes,1023232129189257216,Sat Jul 28 15:42:04 +0000 2018,South Korea is a country that has long worked too hard. Its leaders are trying to change that. https://t.co/A6Kg1LWsPY,-0.1027,0.0,0.076,0.924,59
nytimes,1023229615920308224,Sat Jul 28 15:32:05 +0000 2018,"The race between Stacey Abrams and Brian Kemp will, regardless of outcome, determine what Georgia represents and ho… https://t.co/C02zlgcbmk",0.0,0.0,0.0,1.0,60
nytimes,1023014430072815616,Sat Jul 28 01:17:01 +0000 2018,"RT @nytdavidbrooks: These days, I spend my mornings writing depressing columns about a political culture marred by distrust and my afternoo…",-0.6597,0.0,0.241,0.759,61
nytimes,1023011015670288386,Sat Jul 28 01:03:27 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/jNVtVoMajk,0.0,0.0,0.0,1.0,62
nytimes,1023006879511965696,Sat Jul 28 00:47:01 +0000 2018,"""In his hands he clutched, as if they were precious, two items that had been given to him and other migrants on the… https://t.co/IiQLMLrA59",0.5719,0.139,0.0,0.861,63
nytimes,1023003485464346624,Sat Jul 28 00:33:32 +0000 2018,"1,387 nursing homes received just 1 out 5 stars for staffing levels in Medicare's new rankings https://t.co/XVvZF52bIy",0.0,0.0,0.0,1.0,64
nytimes,1022999331308281859,Sat Jul 28 00:17:01 +0000 2018,"RT @CoralMDavenport: Top Trump officials are in a ""nuclear war"" over the President's desire to roll back climate-warming tailpipe pollution…",-0.1027,0.184,0.16,0.656,65
nytimes,1022995933041229824,Sat Jul 28 00:03:31 +0000 2018,"The new premier of Ontario, Doug Ford, announced that he intended to reduce the size of Toronto’s elected governmen… https://t.co/EOEoUVb0rE",0.0,0.0,0.0,1.0,66
nytimes,1022991297760714752,Fri Jul 27 23:45:06 +0000 2018,"Carrie Fisher, in previously recorded footage, Billy Dee Williams and Mark Hamill will be back in “Star Wars: Episo… https://t.co/ltTWSY0ECQ",-0.5574,0.0,0.159,0.841,67
nytimes,1022987612481638401,Fri Jul 27 23:30:27 +0000 2018,"Her dead calf resting on her nose, an orca whale has swum in mourning for more than 3 days in the Pacific Northwest… https://t.co/ljD08tbzdh",-0.802,0.0,0.255,0.745,68
nytimes,1022984243163615232,Fri Jul 27 23:17:04 +0000 2018,"RT @Julesm_b: ""It’s a year-round cycle now."" As Carr Fire Kills 2 in California, Firefighters Reflect on a Job Now ‘Twice as Violent.’ Terr…",-0.7096,0.0,0.237,0.763,69
nytimes,1022981484540579840,Fri Jul 27 23:06:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/qIncFq5xop,0.0,0.0,0.0,1.0,70
nytimes,1022977440736583680,Fri Jul 27 22:50:02 +0000 2018,How the largest lobbyist for the pharmaceutical industry in the U.S. is using “dark money” to support an advocacy g… https://t.co/nUxpRG5OFL,0.4019,0.119,0.0,0.881,71
nytimes,1022974938674810880,Fri Jul 27 22:40:05 +0000 2018,"Even with all of the science available to explain the origin of an eclipse, superstitions persist. 

""You can go to… https://t.co/gygtl6PNLJ",0.0,0.0,0.0,1.0,72
nytimes,1022971649887543297,Fri Jul 27 22:27:01 +0000 2018,Fact check: President Trump's remarks on the economy https://t.co/xGxW9Ostcs,0.0,0.0,0.0,1.0,73
nytimes,1022969439971692545,Fri Jul 27 22:18:14 +0000 2018,"The undocumented immigrants line up daily, newly released from detention, having had no time even to put the laces… https://t.co/kjKkVhGfIq",-0.5719,0.0,0.207,0.793,74
nytimes,1022965365586968583,Fri Jul 27 22:02:03 +0000 2018,"BP said that it would buy an enormous portfolio covering 470,000 acres of shale oil and gas properties in Texas and… https://t.co/0D3NCG4mqM",0.0,0.0,0.0,1.0,75
nytimes,1022961596556079109,Fri Jul 27 21:47:04 +0000 2018,Ian McKellen has returned to play King Lear in a far more intimate but fiercer production of Shakespeare’s play https://t.co/DfvRYWVDZF,0.5859,0.22,0.0,0.78,76
nytimes,1022957828632395776,Fri Jul 27 21:32:06 +0000 2018,"A smaller number of companies control of a greater portion of TV shows and films, potentially altering where — and… https://t.co/2J1CzGYYOp",0.4215,0.192,0.0,0.808,77
nytimes,1022954040307720192,Fri Jul 27 21:17:03 +0000 2018,RT @marclacey: We could tell you about the border or we could take you there. Prepare to be transported in this amazing @nytimes collaborat…,0.6705,0.164,0.0,0.836,78
nytimes,1022950282723053569,Fri Jul 27 21:02:07 +0000 2018,We shadowed a superintendent in a New York City apartment complex to see what saving the nation’s largest public ho… https://t.co/GNDArU1ArI,0.0,0.0,0.0,1.0,79
nytimes,1022948254869278720,Fri Jul 27 20:54:04 +0000 2018,"RT @kevinroose: Alex Jones was just banned from Facebook for 30 days. But his page admins can still post for him. By my count, he has appea…",-0.4588,0.0,0.103,0.897,80
nytimes,1022674703822012416,Fri Jul 27 02:47:04 +0000 2018,"“Everybody was flabbergasted that a little girl like me could fly these big airplanes all by oneself,” Mary Ellis s… https://t.co/wH0oEOHP72",0.3008,0.105,0.0,0.895,81
nytimes,1022670917137256449,Fri Jul 27 02:32:01 +0000 2018,"President Trump shelved his predecessor’s trade talks with Europe. Now, he wants to resume similar negotiations. https://t.co/P6aQNruCJb",0.0,0.0,0.0,1.0,82
nytimes,1022669883006492672,Fri Jul 27 02:27:55 +0000 2018,"Remains believed to be those of American servicemen were flown out of North Korea, 65 years after the end of combat… https://t.co/jwDjZF0ksg",0.0,0.0,0.0,1.0,83
nytimes,1022667148077031426,Fri Jul 27 02:17:02 +0000 2018,"RT @nytopinion: President Trump is more embroiled in commercial activities, from his hotel near the White House to business deals half a wo…",0.0,0.0,0.0,1.0,84
nytimes,1022663371852865536,Fri Jul 27 02:02:02 +0000 2018,A man was charged with 5 counts of arson for a fire in Southern California that has prompted the evacuation of thou… https://t.co/vrEkwji9w1,-0.4939,0.0,0.189,0.811,85
nytimes,1022659597407080449,Fri Jul 27 01:47:02 +0000 2018,"Here's a guide to watching Mars in opposition on Friday (and a blood moon /lunar eclipse if you're in Africa, the M… https://t.co/kJ7hlmDm4J",0.0,0.0,0.0,1.0,86
nytimes,1022655832905981952,Fri Jul 27 01:32:05 +0000 2018,"In a statement, Twitter flatly rejected the claim made by Vice: “As we have said before, we do not ‘shadowban.'"" https://t.co/eMY7ilqLzl",-0.5106,0.0,0.148,0.852,87
nytimes,1022652059395543040,Fri Jul 27 01:17:05 +0000 2018,RT @damiencave: What's it like moving to the U.S. after years in Australia's offshore detention system? I met Imran on Manus Island in Nove…,0.0,0.096,0.096,0.808,88
nytimes,1022648271213395969,Fri Jul 27 01:02:02 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/50zrvAOu91,0.0,0.0,0.0,1.0,89
nytimes,1022644510839459842,Fri Jul 27 00:47:05 +0000 2018,"Insulin may determine which ants become workers and which become queens, according to a new study https://t.co/AlXSDBmMWN",0.0,0.0,0.0,1.0,90
nytimes,1022640270536568834,Fri Jul 27 00:30:14 +0000 2018,"It was the middle of the 19th century, and Edmonia Lewis, part West Indian, part Chippewa, had the audacity to be a… https://t.co/0Fty6tbF7i",0.0,0.0,0.0,1.0,91
nytimes,1022636962971373571,Fri Jul 27 00:17:06 +0000 2018,RT @jimrutenberg: Fmr Observer editor/Kushner friend Ken Kurson was up for prestige federal post. Then FBI background check found a harassm…,0.4939,0.144,0.0,0.856,92
nytimes,1022633179381985280,Fri Jul 27 00:02:04 +0000 2018,"A lot of artists talk about taking risks, but few mean it so literally as the South Korean artist Kyungah Ham, who… https://t.co/P0HPnIJJ1N",-0.1406,0.0,0.069,0.931,93
nytimes,1022629407847051265,Thu Jul 26 23:47:05 +0000 2018,Education Secretary Betsy DeVos plans to eliminate regulations that forced for-profit colleges to prove they provid… https://t.co/JdwBrAeREX,-0.4588,0.0,0.158,0.842,94
nytimes,1022626395191738368,Thu Jul 26 23:35:06 +0000 2018,"Breaking News: Federal authorities said they had reunited 1,442 more migrant children with their families, but hund… https://t.co/YjalpW7DD7",0.0,0.0,0.0,1.0,95
nytimes,1022625632457502725,Thu Jul 26 23:32:04 +0000 2018,The organizer of the Fyre Festival pleaded guilty to charges he sold fictitious tickets to events like Coachella an… https://t.co/XkIroTHEjW,0.2023,0.214,0.184,0.602,96
nytimes,1022621854169812994,Thu Jul 26 23:17:04 +0000 2018,"RT @monicadavey1: The judge in Larry Nassar’s case took an unusual approach, holding 7 days of hearings where young women told what had hap…",0.0,0.0,0.0,1.0,97
nytimes,1022618082844594177,Thu Jul 26 23:02:04 +0000 2018,Robert Mueller is scrutinizing President Trump's tweets and negative statements about Jeff Sessions and James Comey… https://t.co/orVm8mfmLD,-0.5719,0.0,0.188,0.812,98
nytimes,1022614061295517697,Thu Jul 26 22:46:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/t3yatcVmsG,0.0,0.0,0.0,1.0,99
nytimes,1022610064010559488,Thu Jul 26 22:30:13 +0000 2018,A lawyer for Brock Turner argued that the former Stanford swimmer shouldn’t have been convicted of intending to com… https://t.co/rYCNUoGbaO,-0.3612,0.0,0.122,0.878,100
BBCNews,1023616929989312512,Sun Jul 29 17:11:08 +0000 2018,"RT @5liveSport: Geraint Thomas 👏

Six-time team pursuit world record holder ⏱️
2008 - Olympic Gold - Team Pursuit 🥇
2012 - Olympic Gold - T…",0.0,0.0,0.0,1.0,1
BBCNews,1023616851123875840,Sun Jul 29 17:10:49 +0000 2018,"RT @BBCSport: Geraint Thomas has done it! 👏🏴󠁧󠁢󠁷󠁬󠁳󠁿

He's become the first ever Welshman to win the Tour de France 👉 https://t.co/ZtkRdPtGio…",0.6239,0.17,0.0,0.83,2
BBCNews,1023611756915183617,Sun Jul 29 16:50:35 +0000 2018,"RT @BBCSport: Less than 20km to go until Geraint Thomas wins the Tour de France for the first time! 👏

Live 👉 https://t.co/ZtkRdPtGio https…",0.6114,0.16,0.0,0.84,3
BBCNews,1023605278107987968,Sun Jul 29 16:24:50 +0000 2018,"Celebrating immigration through street art 🎨

https://t.co/2802p2Qt9Y https://t.co/L5WoEj3sKd",0.5719,0.381,0.0,0.619,4
BBCNews,1023599231569993729,Sun Jul 29 16:00:49 +0000 2018,"Lucy McHugh, 13, was stabbed to death https://t.co/T5WU4lkXU3",-0.7783,0.0,0.531,0.469,5
BBCNews,1023598550452760578,Sun Jul 29 15:58:06 +0000 2018,Heart of Midlothian 5-0 Inverness Caledonian Thistle https://t.co/Hzovz7qaMi,0.0,0.0,0.0,1.0,6
BBCNews,1023593444030275584,Sun Jul 29 15:37:49 +0000 2018,"RT @BBC_HaveYourSay: Are you at Camp Bestival today, or leaving now it's cancelled? 🌧️☔️🎤

You can share your pics or videos via: yourpics@…",0.0516,0.087,0.079,0.833,7
BBCNews,1023593396894674944,Sun Jul 29 15:37:37 +0000 2018,RT @BBCEngland: Camp Bestival music festival in Dorset has been cancelled due to heavy rain and high winds https://t.co/W9JaTsYjVU,0.296,0.144,0.09,0.766,8
BBCNews,1023593305446252544,Sun Jul 29 15:37:16 +0000 2018,"RT @BBCSportWales: Geraint Thomas in the Tour de France's leader's yellow jersey is enjoying this!

Follow it  👉 https://t.co/W7xJFWtjN9

#…",0.5707,0.17,0.0,0.83,9
BBCNews,1023591369061875712,Sun Jul 29 15:29:34 +0000 2018,Bank ram-raiders destroy Olney branch of Barclays https://t.co/Ggt5Cxokpk,-0.5423,0.0,0.333,0.667,10
BBCNews,1023589111645515778,Sun Jul 29 15:20:36 +0000 2018,"🥊 A boxing class with a difference — there are no boys allowed. 👧

https://t.co/MaPsBCSvLY https://t.co/FwoRD4vIXW",-0.296,0.0,0.18,0.82,11
BBCNews,1023584717613015040,Sun Jul 29 15:03:08 +0000 2018,Hungarian Grand Prix: Lewis Hamilton wins in Hungary to extend title lead https://t.co/ezWOmvfGpd,0.8126,0.457,0.0,0.543,12
BBCNews,1023583827061555201,Sun Jul 29 14:59:36 +0000 2018,RT @BBCSport: Lewis Hamilton won a tense strategic battle at the Hungarian Grand Prix. He heads into the break with a 24-point lead in the…,0.4019,0.218,0.163,0.619,13
BBCNews,1023583763215929345,Sun Jul 29 14:59:21 +0000 2018,"RT @bbcf1: ""We came here knowing Ferrari would be really quick this weekend so to come out with these points, we'll definitely take it as a…",0.4019,0.097,0.0,0.903,14
BBCNews,1023583698887868416,Sun Jul 29 14:59:05 +0000 2018,"RT @BBCSport: Lewis Hamilton has won the #HungarianGP for the sixth time. 

His lead in the championship is up to 24 points.

Reaction: htt…",0.765,0.231,0.0,0.769,15
BBCNews,1023579614512328711,Sun Jul 29 14:42:51 +0000 2018,Birmingham manager Garry Monk signs fan's cheeky tattoo https://t.co/KXJD5lp0ng,0.0,0.0,0.0,1.0,16
BBCNews,1023575556128944128,Sun Jul 29 14:26:44 +0000 2018,"RT @bbcemt: Meet 75-year-old Ede Smith - Leicestershire's very own ""Ninja Nan"" 👊 https://t.co/NdTuN1MN6o",0.0,0.0,0.0,1.0,17
BBCNews,1023574805180817408,Sun Jul 29 14:23:45 +0000 2018,"Hockey Women's World Cup: England must improve, says Helen Richardson-Walsh https://t.co/dn1LE159gV",0.4404,0.225,0.0,0.775,18
BBCNews,1023574599513108480,Sun Jul 29 14:22:56 +0000 2018,"RT @BBCSport: Today's the day!

Geraint Thomas is set to make Tour de France history 👏

We're live 👉 https://t.co/ZtkRdPtGio #bbccycling ht…",0.0,0.0,0.0,1.0,19
BBCNews,1023568088665604096,Sun Jul 29 13:57:03 +0000 2018,"RT @BBCSportWales: It's a matter of hours until Geraint Thomas is crowned as the first Welshman to win the Tour de France

👉 Here's how he…",0.5994,0.182,0.0,0.818,20
BBCNews,1023472004131946496,Sun Jul 29 07:35:15 +0000 2018,"RT @BBCSport: He's off the mark! 

Wayne Rooney netted his first goal for  DC United as they beat the Colorado Rapids, 2-1 in the #MLS.…",0.4753,0.114,0.0,0.886,21
BBCNews,1023471845364916225,Sun Jul 29 07:34:37 +0000 2018,"Forecasters warn of rain, wind and floods 🌧️

https://t.co/8ZQbv8oYQK https://t.co/cgEcD24dHe",-0.1027,0.0,0.135,0.865,22
BBCNews,1023468300351750144,Sun Jul 29 07:20:32 +0000 2018,Water chiefs must 'explain leakage target failures' https://t.co/hqljOMBiCd,-0.4588,0.0,0.3,0.7,23
BBCNews,1023460583373459461,Sun Jul 29 06:49:52 +0000 2018,Paris and glory awaits for Geraint Thomas https://t.co/figmOnOJHK,0.5859,0.444,0.0,0.556,24
BBCNews,1023446292675084288,Sun Jul 29 05:53:05 +0000 2018,Scottish government to double funding for breastfeeding https://t.co/xisQw8vUSb,0.0,0.0,0.0,1.0,25
BBCNews,1023433224477913089,Sun Jul 29 05:01:09 +0000 2018,Ahed Tamimi: Israel frees Palestinian viral slap video teen https://t.co/JwpdHSdQTi,0.4215,0.322,0.0,0.678,26
BBCNews,1023420554823573505,Sun Jul 29 04:10:49 +0000 2018,Fake news 'crowding out' real news https://t.co/JdRLgsds3A,-0.4767,0.0,0.341,0.659,27
